,Unnamed: 0,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL,codingWeekStartDay
0,0,2019-12-29-2020-01-05,UC4SUWizzKc1tptprBkWjX2Q,2LtA0-qoHOg,"Mystery illness outbreak in Wuhan, China",2020-01-04 12:39:45+00:00,3377056.0,50975.0,2670.0,23141.0,123,South China Morning Post,2630000.0,HK,https://www.youtube.com/watch?v=2LtA0-qoHOg,2019-12-29
1,1,2019-12-29-2020-01-05,UC83jt4dlz1Gjl58fzQrrKZg,oVMxoBNYASw,Chinese authorities working to identify virus behind pneumonia outbreak in Wuhan,2020-01-03 15:30:23+00:00,111652.0,456.0,61.0,240.0,53,CNA,1620000.0,SG,https://www.youtube.com/watch?v=oVMxoBNYASw,2019-12-29
2,2,2019-12-29-2020-01-05,UCI-1Btv5oF7n5sHD19glQuw,svsPsWq1qcc,EVOX World&#39;s First Oxygen Concentrator|Battery Backup|5LPM@95%Purity|Covid |Corona| Oxygen Therapy,2019-12-31 12:22:48+00:00,13671.0,173.0,10.0,49.0,85,EVOX HEALTHCARE,980.0,IN,https://www.youtube.com/watch?v=svsPsWq1qcc,2019-12-29
0,0,2020-01-05-2020-01-12,UC4SUWizzKc1tptprBkWjX2Q,5KJUcKV9q50,China identifies new coronavirus behind Wuhan pneumonia outbreak,2020-01-09 08:20:52+00:00,679398.0,2615.0,302.0,811.0,67,South China Morning Post,2630000.0,HK,https://www.youtube.com/watch?v=5KJUcKV9q50,2020-01-05
1,1,2020-01-05-2020-01-12,UC83jt4dlz1Gjl58fzQrrKZg,VbrXBTJUESw,China says pneumonia outbreak due to new type of coronavirus,2020-01-09 12:36:27+00:00,84737.0,455.0,26.0,310.0,150,CNA,1620000.0,SG,https://www.youtube.com/watch?v=VbrXBTJUESw,2020-01-05
2,2,2020-01-05-2020-01-12,UChirEOpgFCupRAk5etXqPaA,yHZU58UbUVA,How China's Mystery Pneumonia Illness is Different From SARS,2020-01-10 09:21:15+00:00,64157.0,386.0,67.0,280.0,69,Bloomberg Quicktake: Now,1040000.0,US,https://www.youtube.com/watch?v=yHZU58UbUVA,2020-01-05
3,3,2020-01-05-2020-01-12,UC83jt4dlz1Gjl58fzQrrKZg,jggndUgvhrk,Pneumonia cases in China&#39;s Wuhan could be due to new type of virus: WHO,2020-01-09 07:34:48+00:00,44832.0,357.0,17.0,265.0,336,CNA,1620000.0,SG,https://www.youtube.com/watch?v=jggndUgvhrk,2020-01-05
0,0,2020-01-12-2020-01-19,UC07-dOwgza1IguKA86jqxNA,OZcRD9fV7jo,WHO: Coronavirus - questions and answers (Q&amp;A),2020-01-16 14:54:37+00:00,1488196.0,1966.0,420.0,366.0,82,World Health Organization (WHO),774000.0,Unknown,https://www.youtube.com/watch?v=OZcRD9fV7jo,2020-01-12
1,1,2020-01-12-2020-01-19,UCckz6n8QccTd6K_xdwKqa0A,p6wb37RbYk0,Qu&#39;est-ce qu&#39;un coronavirus ? | AFP Anime,2020-01-16 11:22:49+00:00,1291101.0,6506.0,680.0,1072.0,93,AFP,994000.0,Unknown,https://www.youtube.com/watch?v=p6wb37RbYk0,2020-01-12
2,2,2020-01-12-2020-01-19,UCPgLNge0xqQHWM5B5EFH9Cg,XDVP4vbeikk,Could this coronavirus be Disease X? Everything you need to know about the mystery virus in China,2020-01-18 09:09:02+00:00,588921.0,4722.0,595.0,,140,The Telegraph,2370000.0,GB,https://www.youtube.com/watch?v=XDVP4vbeikk,2020-01-12
3,3,2020-01-12-2020-01-19,UC4SUWizzKc1tptprBkWjX2Q,Epo99jpxcQo,Wuhan outbreak: Thailand confirms first case of virus outside China,2020-01-15 07:56:14+00:00,374429.0,2468.0,114.0,955.0,110,South China Morning Post,2630000.0,HK,https://www.youtube.com/watch?v=Epo99jpxcQo,2020-01-12
4,4,2020-01-12-2020-01-19,UCknLrEdhRCp1aegoMqRaCZg,ILOexFpPvX8,Deadly coronavirus from Wuhan China has global health officials on alert | DW News,2020-01-18 17:17:39+00:00,165084.0,1412.0,79.0,505.0,334,DW News,2960000.0,DE,https://www.youtube.com/watch?v=ILOexFpPvX8,2020-01-12
5,5,2020-01-12-2020-01-19,UCKjU3KzdbJE1EFcHVqXC3_g,5CAxAE7YcFY,SARS-like virus spreads outside China,2020-01-17 03:17:14+00:00,96215.0,597.0,84.0,,120,CBC News: The National,1220000.0,CA,https://www.youtube.com/watch?v=5CAxAE7YcFY,2020-01-12
6,6,2020-01-12-2020-01-19,UC83jt4dlz1Gjl58fzQrrKZg,K2m5Bx1b_C8,Thailand confirms second case of Wuhan coronavirus,2020-01-17 15:52:53+00:00,33671.0,156.0,8.0,99.0,194,CNA,1620000.0,SG,https://www.youtube.com/watch?v=K2m5Bx1b_C8,2020-01-12
7,7,2020-01-12-2020-01-19,UC83jt4dlz1Gjl58fzQrrKZg,7mNr1K9O1CQ,Thailand reports first case of Wuhan coronavirus outside China,2020-01-13 13:43:27+00:00,25442.0,102.0,5.0,38.0,40,CNA,1620000.0,SG,https://www.youtube.com/watch?v=7mNr1K9O1CQ,2020-01-12
8,8,2020-01-12-2020-01-19,UChirEOpgFCupRAk5etXqPaA,pumlv6EZRfE,"Japan Confirms First Case of Coronavirus From Wuhan, China",2020-01-16 08:57:14+00:00,17867.0,110.0,6.0,54.0,54,Bloomberg Quicktake: Now,1040000.0,US,https://www.youtube.com/watch?v=pumlv6EZRfE,2020-01-12
0,0,2020-01-19-2020-01-26,UCl8wUKzoUVzg7U6ky1ZR8hQ,8pCvN81jHos,"China meN kaise phailaa Dangerous Coronavirus, jiskaa khtraa India, America &amp; Saudi Arab tk phuNc gyaa hai",2020-01-25 12:30:00+00:00,14770986.0,243369.0,12728.0,13864.0,392,Navbharat Times नवभारत टाइम्स,4020000.0,IN,https://www.youtube.com/watch?v=8pCvN81jHos,2020-01-19
1,1,2020-01-19-2020-01-26,UC_lEiu6917IJz03TnntWUaQ,yyEbH4OYYIg,Coronavirus de Wuhan: repulsivas imagenes del mercado donde se origino el brote y la alerta mundial,2020-01-23 07:02:30+00:00,10268102.0,108183.0,7504.0,21157.0,1480,CNN en Español,2730000.0,US,https://www.youtube.com/watch?v=yyEbH4OYYIg,2020-01-19
2,2,2020-01-19-2020-01-26,UCIRYBXDze5krPDzAEOxFGVA,aerq4byr7ps,What is the coronavirus?,2020-01-23 15:49:21+00:00,9756905.0,175216.0,4664.0,16991.0,221,Guardian News,2020000.0,GB,https://www.youtube.com/watch?v=aerq4byr7ps,2020-01-19
3,3,2020-01-19-2020-01-26,UCupvZG-5ko_eiXAupbDfxWw,GEARtTBHXEw,See where officials believe the coronavirus started,2020-01-21 02:47:47+00:00,4657761.0,44635.0,3197.0,23193.0,451,CNN,13000000.0,Unknown,https://www.youtube.com/watch?v=GEARtTBHXEw,2020-01-19
4,4,2020-01-19-2020-01-26,UCobOFolL7EvKQeOOoI5p98w,KqasQyatfBQ,La Cumbia del Coronavirus - Mister Cumbia,2020-01-22 21:31:36+00:00,3530708.0,63866.0,2903.0,4341.0,220,MISTER CUMBIA,91900.0,MX,https://www.youtube.com/watch?v=KqasQyatfBQ,2020-01-19
5,5,2020-01-19-2020-01-26,UCuFFtHWoLl5fauMMD5Ww2jA,cmgPVhubmQA,"China building 1,000-bed hospital in 5 days to treat coronavirus",2020-01-24 13:31:14+00:00,3008024.0,15406.0,1334.0,4061.0,383,CBC News,2830000.0,CA,https://www.youtube.com/watch?v=cmgPVhubmQA,2020-01-19
6,6,2020-01-19-2020-01-26,UC4SUWizzKc1tptprBkWjX2Q,CfcIHUdOI8w,China coronavirus: a look inside the sealed off city of Wuhan,2020-01-24 07:16:13+00:00,2849270.0,13231.0,676.0,3990.0,141,South China Morning Post,2630000.0,HK,https://www.youtube.com/watch?v=CfcIHUdOI8w,2020-01-19
7,7,2020-01-19-2020-01-26,UCl-J-ovSJhA3or73Q2uVpow,UubQNkK0wy0,Novel Coronavirus (2019 nCoV  Outbreak ) [Update # 1] COVID-19,2020-01-24 09:27:53+00:00,2407494.0,26034.0,1584.0,4222.0,818,Medicosis Perfectionalis,527000.0,US,https://www.youtube.com/watch?v=UubQNkK0wy0,2020-01-19
8,8,2020-01-19-2020-01-26,UC4SUWizzKc1tptprBkWjX2Q,f7llqJcvkxM,Chinese hospital staff in Wuhan face fears amid frontline battle against coronavirus outbreak,2020-01-23 11:08:35+00:00,2043755.0,11636.0,629.0,1814.0,131,South China Morning Post,2630000.0,HK,https://www.youtube.com/watch?v=f7llqJcvkxM,2020-01-19
9,9,2020-01-19-2020-01-26,UChirEOpgFCupRAk5etXqPaA,qO8QWq1K1_c,What Is Coronavirus?,2020-01-22 01:51:06+00:00,1673513.0,22426.0,1027.0,3861.0,137,Bloomberg Quicktake: Now,1040000.0,US,https://www.youtube.com/watch?v=qO8QWq1K1_c,2020-01-19
10,10,2020-01-19-2020-01-26,UCknLrEdhRCp1aegoMqRaCZg,qFkyqt0rKms,Coronavirus spreads to Europe and Australia | DW News,2020-01-25 10:11:02+00:00,1668278.0,19540.0,663.0,6830.0,388,DW News,2960000.0,DE,https://www.youtube.com/watch?v=qFkyqt0rKms,2020-01-19
11,11,2020-01-19-2020-01-26,UCKjU3KzdbJE1EFcHVqXC3_g,QnSbyoXnyRo,Coronavirus questions answered,2020-01-25 03:22:58+00:00,1612364.0,13238.0,1149.0,,360,CBC News: The National,1220000.0,CA,https://www.youtube.com/watch?v=QnSbyoXnyRo,2020-01-19
12,12,2020-01-19-2020-01-26,UC04KsGq3npibMCE9Td3mVDg,5M7saVTtBQI,Will A Mask Really Protect You From Coronavirus? - Cheddar Explains,2020-01-24 21:01:55+00:00,1553595.0,27855.0,1303.0,4898.0,237,Cheddar,860000.0,US,https://www.youtube.com/watch?v=5M7saVTtBQI,2020-01-19
13,13,2020-01-19-2020-01-26,UC9k-yiEpRHMNVOnOi_aQK8w,ozYdKCuLLnk,What You Need to Know About Coronavirus That&#39;s Spread From China,2020-01-22 20:12:34+00:00,1511113.0,30753.0,558.0,5189.0,99,Inside Edition,9870000.0,US,https://www.youtube.com/watch?v=ozYdKCuLLnk,2020-01-19
14,14,2020-01-19-2020-01-26,UChvithwOECK5g_19TjldMKw,VLp8CHeKQkI,China&#39;s Coronavirus is Much Worse Than You Think,2020-01-22 17:44:13+00:00,1346767.0,52946.0,3733.0,8639.0,719,laowhy86,792000.0,US,https://www.youtube.com/watch?v=VLp8CHeKQkI,2020-01-19
15,15,2020-01-19-2020-01-26,UCMmpLL2ucRHAXbNHiCPyIyg,bIB7mry2WPM,First Coronavirus case found in Pakistan,2020-01-25 07:29:18+00:00,1326473.0,7511.0,672.0,855.0,92,ARY News,8200000.0,PK,https://www.youtube.com/watch?v=bIB7mry2WPM,2020-01-19
16,16,2020-01-19-2020-01-26,UCgrNz-aDmcr2uuto8_DL2jg,mPu1N-fymB8,Coronavirus patient in Wuhan expected to leave hospital after ECMO support,2020-01-24 00:26:24+00:00,1274700.0,3257.0,322.0,424.0,98,CGTN,2630000.0,CN,https://www.youtube.com/watch?v=mPu1N-fymB8,2020-01-19
17,17,2020-01-19-2020-01-26,UC6o-wWU-v2ClFMwougmK7dA,o9lVJ6IlE4k,Coronavirus: How could it be stopped? - BBC Newsnight,2020-01-24 23:45:10+00:00,1215872.0,11230.0,1059.0,6547.0,714,BBC Newsnight,685000.0,GB,https://www.youtube.com/watch?v=o9lVJ6IlE4k,2020-01-19
18,18,2020-01-19-2020-01-26,UC262-NFJtcZMJh1CHn2H3wA,Je0_U2ym_r0,"""Wuhan SARS"": Tracing the origin of the new virus to China's wild animal markets",2020-01-20 01:16:30+00:00,1201827.0,,,,266,Kristie Lu Stout,,HK,https://www.youtube.com/watch?v=Je0_U2ym_r0,2020-01-19
19,19,2020-01-19-2020-01-26,UCknLrEdhRCp1aegoMqRaCZg,ltcV3Q-1ztw,China puts millions under lockdown to contain coronavirus | DW News,2020-01-24 11:08:23+00:00,1151710.0,8313.0,368.0,2952.0,398,DW News,2960000.0,DE,https://www.youtube.com/watch?v=ltcV3Q-1ztw,2020-01-19
20,20,2020-01-19-2020-01-26,UCknLrEdhRCp1aegoMqRaCZg,870N8Qaie4Y,China puts Wuhan on lockdown to stem spread of coronavirus | DW News,2020-01-23 10:54:52+00:00,1132698.0,7316.0,351.0,2913.0,328,DW News,2960000.0,DE,https://www.youtube.com/watch?v=870N8Qaie4Y,2020-01-19
21,21,2020-01-19-2020-01-26,UC16niRr50-MSBwiO3YDb3RA,1RDTNdA_TL4,China coronavirus: The virus spread to Europe with 3 cases confirmed in France - BBC News,2020-01-25 09:24:31+00:00,1042276.0,8328.0,392.0,4099.0,133,BBC News,11100000.0,GB,https://www.youtube.com/watch?v=1RDTNdA_TL4,2020-01-19
22,22,2020-01-19-2020-01-26,UCJigKBjNneO7p8xvHLrGRCg,Hrb0_A-CCIA,what Is Coronavirus In Hindi Meaning  How Corona Virus Affects The Body Solution,2020-01-25 06:18:33+00:00,870976.0,10396.0,723.0,394.0,117,Medtalks,267000.0,IN,https://www.youtube.com/watch?v=Hrb0_A-CCIA,2020-01-19
23,23,2020-01-19-2020-01-26,UCuFFtHWoLl5fauMMD5Ww2jA,LvPHIqy4zCY,Video purports to show dire conditions in China&#39;s Wuhan hospital,2020-01-24 21:08:18+00:00,869536.0,3103.0,569.0,,364,CBC News,2830000.0,CA,https://www.youtube.com/watch?v=LvPHIqy4zCY,2020-01-19
24,24,2020-01-19-2020-01-26,UChDKyKQ59fYz3JO2fl0Z6sg,Ji1HfMTL2U0,2nd Case Of COVID-19 Confirmed In US As Death Toll Rises To 41 | TODAY,2020-01-25 16:39:24+00:00,851645.0,4224.0,260.0,1973.0,121,TODAY,3250000.0,Unknown,https://www.youtube.com/watch?v=Ji1HfMTL2U0,2020-01-19
25,25,2020-01-19-2020-01-26,UCPPVx-TjmmDJedxYbkYUthw,wEkIdGht-S8,[Wuhan Coronavirus] Wuhan citizen seeking help from the world,2020-01-25 17:35:13+00:00,840532.0,25293.0,566.0,2823.0,700,Isaac Schneider,1920.0,Unknown,https://www.youtube.com/watch?v=wEkIdGht-S8,2020-01-19
26,26,2020-01-19-2020-01-26,UCoMdktPbSTixAyNGwb-UYkQ,IbPklNQvYxs,China virus: Wuhan &#39;to build hospital in just six days&#39;,2020-01-24 22:23:29+00:00,804612.0,3725.0,297.0,1047.0,158,Sky News,3870000.0,GB,https://www.youtube.com/watch?v=IbPklNQvYxs,2020-01-19
27,27,2020-01-19-2020-01-26,UC4SUWizzKc1tptprBkWjX2Q,HpsOWhAvHvQ,What we know about China's mystery Wuhan coronavirus,2020-01-22 13:52:11+00:00,757193.0,6415.0,294.0,1417.0,153,South China Morning Post,2630000.0,HK,https://www.youtube.com/watch?v=HpsOWhAvHvQ,2020-01-19
28,28,2020-01-19-2020-01-26,UCgrNz-aDmcr2uuto8_DL2jg,rtQiavOEN7E,"Wuhan to build 1,000 bed hospital to treat coronavirus patients within six days",2020-01-24 10:25:57+00:00,750069.0,4527.0,223.0,1363.0,55,CGTN,2630000.0,CN,https://www.youtube.com/watch?v=rtQiavOEN7E,2020-01-19
29,29,2020-01-19-2020-01-26,UC16niRr50-MSBwiO3YDb3RA,stlFd_Z4FMM,China coronavirus: Beijing cancelled Chinese New Year celebrations - BBC News,2020-01-23 15:13:34+00:00,689607.0,6478.0,253.0,2510.0,316,BBC News,11100000.0,GB,https://www.youtube.com/watch?v=stlFd_Z4FMM,2020-01-19
0,0,2020-01-26-2020-02-02,UC4SUWizzKc1tptprBkWjX2Q,V14W8A73XW0,China coronavirus: Chinese man 'flees' after leaving face masks for police officers,2020-01-29 16:00:07+00:00,13352861.0,160860.0,4327.0,13628.0,64,South China Morning Post,2630000.0,HK,https://www.youtube.com/watch?v=V14W8A73XW0,2020-01-26
1,1,2020-01-26-2020-02-02,UCC552Sd-3nyi_tk2BudLUzA,OTYfke545vI,What Actually Happens If You Get Coronavirus?,2020-01-30 06:24:32+00:00,12720361.0,440704.0,13219.0,32086.0,519,AsapSCIENCE,10000000.0,Unknown,https://www.youtube.com/watch?v=OTYfke545vI,2020-01-26
2,2,2020-01-26-2020-02-02,UCTrQ7HXWRRxr7OsOtodr2_w,luztqxUBvZo,Inside Wuhan: Daily life in China&#39;s coronavirus quarantine zone,2020-01-26 17:23:42+00:00,9886367.0,116044.0,4553.0,24517.0,471,Channel 4 News,1770000.0,GB,https://www.youtube.com/watch?v=luztqxUBvZo,2020-01-26
3,3,2020-01-26-2020-02-02,UCG-iSMVtWbbwDDXgXXypARQ,okg7uq_HrhQ,How Coronavirus Kills: Acute Respiratory Distress Syndrome (ARDS) &amp; COVID 19 Treatment,2020-01-29 01:17:08+00:00,4513549.0,62285.0,2178.0,5061.0,665,MedCram - Medical Lectures Explained CLEARLY,1280000.0,US,https://www.youtube.com/watch?v=okg7uq_HrhQ,2020-01-26
4,4,2020-01-26-2020-02-02,UCKjU3KzdbJE1EFcHVqXC3_g,V0qxJzv3ssc,Coronavirus in China: The fight against the outbreak,2020-01-27 14:34:18+00:00,2646692.0,8330.0,969.0,,172,CBC News: The National,1220000.0,CA,https://www.youtube.com/watch?v=V0qxJzv3ssc,2020-01-26
5,5,2020-01-26-2020-02-02,UCJfnPODTqdSHi61SKez6CUw,1eS5U09QQUE,MEMES DEL CORONAVIRUS #1,2020-01-28 19:39:32+00:00,2340005.0,101813.0,3577.0,5115.0,685,SrRed,3250000.0,DO,https://www.youtube.com/watch?v=1eS5U09QQUE,2020-01-26
6,6,2020-01-26-2020-02-02,UC4SUWizzKc1tptprBkWjX2Q,VA9G1VCnOFY,"China coronavirus: drone footage reveals 'ghost town' Wuhan, the sealed-off outbreak epicentre",2020-01-29 03:57:52+00:00,1876583.0,8215.0,508.0,1610.0,99,South China Morning Post,2630000.0,HK,https://www.youtube.com/watch?v=VA9G1VCnOFY,2020-01-26
7,7,2020-01-26-2020-02-02,UCG-iSMVtWbbwDDXgXXypARQ,UCG3xqtcL3c,"Coronavirus Symptoms, Diagnosis, Treatment, &amp; Vaccine Status (Recorded January 27, 2020)",2020-01-27 13:15:01+00:00,1860836.0,14504.0,873.0,1331.0,273,MedCram - Medical Lectures Explained CLEARLY,1280000.0,US,https://www.youtube.com/watch?v=UCG3xqtcL3c,2020-01-26
8,8,2020-01-26-2020-02-02,UCGMWT3CM6uMuuRSOIYITeLw,KFfNwdguK4o,Elodie Poux - Le Coronavirus - LRDP (27/01/2020),2020-01-31 17:34:49+00:00,1352460.0,13540.0,514.0,217.0,443,Elodie Poux,38800.0,FR,https://www.youtube.com/watch?v=KFfNwdguK4o,2020-01-26
9,9,2020-01-26-2020-02-02,UC4SUWizzKc1tptprBkWjX2Q,t_PSSTP8ROg,"Wuhan residents chant 'Keep it up, Wuhan' out of their windows to boost morale",2020-01-28 13:17:42+00:00,1338045.0,34296.0,886.0,5230.0,75,South China Morning Post,2630000.0,HK,https://www.youtube.com/watch?v=t_PSSTP8ROg,2020-01-26
10,10,2020-01-26-2020-02-02,UCknLrEdhRCp1aegoMqRaCZg,6DBFwIlT4fg,Coronavirus spreads to India and Philippines | DW News,2020-01-30 14:07:15+00:00,1255524.0,8866.0,814.0,3333.0,365,DW News,2960000.0,DE,https://www.youtube.com/watch?v=6DBFwIlT4fg,2020-01-26
11,11,2020-01-26-2020-02-02,UCJfnPODTqdSHi61SKez6CUw,5Ace_sb6i6k,MEMES DEL CORONAVIRUS #2,2020-01-31 20:13:59+00:00,1202692.0,92659.0,2040.0,0.0,641,SrRed,3250000.0,DO,https://www.youtube.com/watch?v=5Ace_sb6i6k,2020-01-26
12,12,2020-01-26-2020-02-02,UC4SUWizzKc1tptprBkWjX2Q,A4qwCWwC-Oo,Coronavirus: Doctor explains the proper way to wash your hands and put on a face mask,2020-01-30 05:45:55+00:00,1146658.0,11446.0,441.0,877.0,153,South China Morning Post,2630000.0,HK,https://www.youtube.com/watch?v=A4qwCWwC-Oo,2020-01-26
13,13,2020-01-26-2020-02-02,UCknLrEdhRCp1aegoMqRaCZg,0JOCd0tN7Rg,Coronavirus: Countries evacuate citizens out of Wuhan | DW News,2020-01-29 12:14:23+00:00,1063934.0,6798.0,479.0,1683.0,360,DW News,2960000.0,DE,https://www.youtube.com/watch?v=0JOCd0tN7Rg,2020-01-26
14,14,2020-01-26-2020-02-02,UCF9IOB2TExg3QIBupFtBDxg,aPvpfC7NfR0,Coronavirus,2020-01-26 23:54:52+00:00,1043659.0,16828.0,493.0,2578.0,1736,Dr. John Campbell,1750000.0,GB,https://www.youtube.com/watch?v=aPvpfC7NfR0,2020-01-26
15,15,2020-01-26-2020-02-02,UCftwRNsjfRo08xYE31tkiyw,aUy2DKZODgs,Doctor Explains What You Need to Know About Coronavirus | WIRED,2020-01-31 20:00:03+00:00,933853.0,22351.0,1784.0,2398.0,317,WIRED,8580000.0,US,https://www.youtube.com/watch?v=aUy2DKZODgs,2020-01-26
16,16,2020-01-26-2020-02-02,UCNye-wNBqNL5ZzHSJj3l8Bg,AUS-W81mElQ,China: Covering the Coronavirus Contagion | The Listening Post (Full),2020-02-01 13:37:49+00:00,898322.0,6562.0,591.0,1490.0,1491,Al Jazeera English,8360000.0,QA,https://www.youtube.com/watch?v=AUS-W81mElQ,2020-01-26
17,17,2020-01-26-2020-02-02,UCF9IOB2TExg3QIBupFtBDxg,RECcmQQQOj8,"Coronavirus, Protect yourself and family",2020-01-28 12:23:59+00:00,742079.0,17740.0,476.0,2684.0,697,Dr. John Campbell,1750000.0,GB,https://www.youtube.com/watch?v=RECcmQQQOj8,2020-01-26
18,18,2020-01-26-2020-02-02,UCuFFtHWoLl5fauMMD5Ww2jA,e1B1jPGbamU,New coronavirus: &#39;Masks don&#39;t protect you ... all that well&#39;,2020-01-27 18:55:21+00:00,723584.0,4886.0,920.0,2343.0,404,CBC News,2830000.0,CA,https://www.youtube.com/watch?v=e1B1jPGbamU,2020-01-26
19,19,2020-01-26-2020-02-02,UCZYTClx2T1of7BRZ86-8fow,wfPF6_KRR_U,What We Know About the New Coronavirus | January 2020,2020-01-31 22:20:35+00:00,675730.0,29986.0,1160.0,2951.0,553,SciShow,6910000.0,US,https://www.youtube.com/watch?v=wfPF6_KRR_U,2020-01-26
20,20,2020-01-26-2020-02-02,UC6o-wWU-v2ClFMwougmK7dA,T-9y5TRXPQ0,Coronavirus: Is the UK's response to Covid19 proportionate? - BBC Newsnight,2020-01-29 23:48:08+00:00,421842.0,2564.0,634.0,1826.0,554,BBC Newsnight,685000.0,GB,https://www.youtube.com/watch?v=T-9y5TRXPQ0,2020-01-26
21,21,2020-01-26-2020-02-02,UCeY0bbntWzzVIaj2z3QigXg,V_XcxsJSEvo,COVID-19 Outbreak: 5 Cases Confirmed In The U.S. So Far | NBC Nightly News,2020-01-27 01:12:41+00:00,264117.0,2306.0,172.0,1481.0,129,NBC News,6110000.0,Unknown,https://www.youtube.com/watch?v=V_XcxsJSEvo,2020-01-26
22,22,2020-01-26-2020-02-02,UChDKyKQ59fYz3JO2fl0Z6sg,X3GxF_6trDY,COVID-19 Spreads For 1st Time In US: How Serious Are Risks? | TODAY,2020-01-31 16:00:12+00:00,262849.0,1562.0,150.0,809.0,228,TODAY,3250000.0,Unknown,https://www.youtube.com/watch?v=X3GxF_6trDY,2020-01-26
23,23,2020-01-26-2020-02-02,UCPY9IKSkr2GfFW5jbgA5Qbw,4KFP3tay5vM,Medical Animation explaining Coronavirus Mechanism of Action - How Coronavirus attacks a human body,2020-01-30 15:59:40+00:00,228207.0,1252.0,49.0,46.0,83,Scientific Animations,,US,https://www.youtube.com/watch?v=4KFP3tay5vM,2020-01-26
24,24,2020-01-26-2020-02-02,UChFsYLqPUyLiZnfRog6wiZA,O3WGMwVCeQI,"Coronavirus Is In The UK, But What&#39;s The Latest? | This Morning",2020-01-31 12:30:03+00:00,219431.0,1989.0,191.0,,587,This Morning,2130000.0,GB,https://www.youtube.com/watch?v=O3WGMwVCeQI,2020-01-26
25,25,2020-01-26-2020-02-02,UCz1hQ68G3XPVYEBoFDgSjcQ,-KUipzvIinw,How Dangerous is the Coronavirus? | The Last Leg,2020-01-27 18:00:00+00:00,181151.0,2145.0,154.0,284.0,371,Channel 4,1900000.0,GB,https://www.youtube.com/watch?v=-KUipzvIinw,2020-01-26
26,26,2020-01-26-2020-02-02,UCzLqOSZPtUKrmSEnlH4LAvw,SF3o_iPx3FY,Coronavirus - To The Point,2020-01-28 04:30:11+00:00,162868.0,7185.0,100.0,202.0,253,Drishti IAS,7350000.0,IN,https://www.youtube.com/watch?v=SF3o_iPx3FY,2020-01-26
27,27,2020-01-26-2020-02-02,UC_gUM8rL-Lrg6O3adPW9K1g,CYKeefzKGOI,Coronavirus Outbreak: Man lies dead on a street in China,2020-01-31 09:48:12+00:00,128698.0,400.0,102.0,276.0,68,WION,4050000.0,IN,https://www.youtube.com/watch?v=CYKeefzKGOI,2020-01-26
28,28,2020-01-26-2020-02-02,UCYPvAwZP8pZhSMW8qs7cVCw,XakramAqpgk,"Suspected Coronavirus Case In Patna, Girl Returns From China With Symptoms",2020-01-27 05:42:10+00:00,116435.0,695.0,37.0,48.0,339,India Today,5260000.0,IN,https://www.youtube.com/watch?v=XakramAqpgk,2020-01-26
29,29,2020-01-26-2020-02-02,UCb6IaF9LX5KlUXQqHFq2xbg,8k-hirZ0DxE,What If The Coronavirus Spread All Over America?,2020-01-27 21:00:01+00:00,116053.0,4929.0,163.0,1428.0,443,LifesBiggestQuestions,1620000.0,CA,https://www.youtube.com/watch?v=8k-hirZ0DxE,2020-01-26
0,0,2020-02-02-2020-02-09,UCxlJ45KjG4XVcQ_hd8j227A,R-JbDMYmAQM,CORONAVIRUS | What Is Coronavirus? | Coronavirus Outbreak | The Dr Binocs Show | Peekaboo Kidz,2020-02-07 12:32:48+00:00,8462780.0,104847.0,8280.0,0.0,395,Peekaboo Kidz,2410000.0,IN,https://www.youtube.com/watch?v=R-JbDMYmAQM,2020-02-02
1,1,2020-02-02-2020-02-09,UCKqH_9mk1waLgBiL2vT5b9g,kC8GHpyr9QA,GTA5 Online Funny Moments - Missions with the Coronavirus!,2020-02-08 01:09:51+00:00,4802614.0,128614.0,1882.0,1255.0,972,VanossGaming,25600000.0,Unknown,https://www.youtube.com/watch?v=kC8GHpyr9QA,2020-02-02
2,2,2020-02-02-2020-02-09,UCnprfRlJB7WE6zAEaOAfVYA,9MrEgqGPDS8,Village lo coronavirus kala kalam | My Village Show Comedy,2020-02-02 14:36:44+00:00,3485636.0,63724.0,4375.0,1850.0,964,My Village Show,2330000.0,IN,https://www.youtube.com/watch?v=9MrEgqGPDS8,2020-02-02
3,3,2020-02-02-2020-02-09,UCuFFtHWoLl5fauMMD5Ww2jA,kIL5m5XznNY,Get the facts on coronavirus,2020-02-02 00:11:45+00:00,3351012.0,39769.0,1695.0,3721.0,310,CBC News,2830000.0,CA,https://www.youtube.com/watch?v=kIL5m5XznNY,2020-02-02
4,4,2020-02-02-2020-02-09,UC16niRr50-MSBwiO3YDb3RA,dRggIb5Je_w,The Chinese doctor who tried to warn others about coronavirus - BBC News,2020-02-05 07:00:19+00:00,2009683.0,14095.0,1414.0,4059.0,456,BBC News,11100000.0,GB,https://www.youtube.com/watch?v=dRggIb5Je_w,2020-02-02
5,5,2020-02-02-2020-02-09,UC6jEF1orhgER1Nsc174FwTg,Ma07a6svw5w,COVID-19: The Facts,2020-02-06 15:10:36+00:00,1969371.0,10648.0,811.0,390.0,72,3D4Medical From Elsevier,1040000.0,Unknown,https://www.youtube.com/watch?v=Ma07a6svw5w,2020-02-02
